training_fraction,training_percentage,number_of_training_samples,final_training_accuracy,final_validation_accuracy,best_validation_accuracy,best_epoch,validation_loss,test_accuracy,test_loss,training_duration_seconds
0.2,20,4000,0.9610000252723694,0.8501999974250793,0.8501999974250793,10,0.35100746154785156,0.8434399962425232,0.35527774691581726,14.137194899842143
0.4,40,8000,0.9777500033378601,0.8561999797821045,0.8579999804496765,7,0.37034010887145996,0.851639986038208,0.3707813322544098,21.409844200126827
0.6,60,12000,0.9786666631698608,0.8560000061988831,0.8641999959945679,7,0.41485655307769775,0.8523600101470947,0.4037489891052246,22.667631899937987
0.8,80,16000,0.9797499775886536,0.857200026512146,0.8727999925613403,5,0.42086920142173767,0.847000002861023,0.43918225169181824,26.86970130028203
1.0,100,20000,0.9751999974250793,0.8650000095367432,0.8755999803543091,5,0.42191559076309204,0.8507999777793884,0.4417441487312317,32.37049049977213
